chassis,model,mul_id,year,BV,cost,level,techBase,techRating,type,subtype,omni,engine,engineRating,source,role,armorType,structureType,armor,armorPer,structure,heat,dissipation,dissipationEfficiency,moveType,walk,maxWalk,jump,maxJump,umu,c3,dpt,firepower,firepower (no oneshots),maxRange,components,quirks,cargo,dropshipCapacity,escapePods,lifeBoats,gravDecks,sailIntegrity,kfIntegrity
Victor,VTR-9S,3414,2998,1360,8062320,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,320,TR:3039,Skirmisher,Standard Armor,Standard,168,68,122,17,15,-2,Biped,4,4,4,4,0,None,33.5,42,42,9,"1xSRM 6:LT, 1xSRM 6 Ammo:LT, 3xAC/20 Ammo:RT, 1xAC/20:RA, 2xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-10D,3404,3064,1894,9178320,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,320,TR:3050,Skirmisher,Standard Armor,Endo Steel,208,84,122,29,24,-5,Biped,4,4,4,4,0,None,36.1,58,58,12,"2xER Medium Laser:LA, 1xStreak SRM 4 Ammo:RT, 6xUltra AC/20 Ammo:RT, 1xUltra AC/20:RA, 1xStreak SRM 4:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-10L,3405,3066,2279,10323120,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,320,TR:3050,Skirmisher,Stealth,Endo Steel,247,100,122,20,20,0,Biped,4,4,4,4,0,None,38,42,42,22,"2xER Medium Laser:LA, 1xGauss Rifle:RA, 3xGauss Ammo:RT, 1xECM Suite (Guardian):LT, 1xSRM 6:RT, 1xSRM 6 Ammo:RT, 1xCASE:RT, 1xER Medium Laser:CT, 1xStealth Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-10S,5458,3062,2034,18438600,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,320,TR:3050,Brawler,Standard Armor,Endo Steel,208,84,122,17,20,3,Biped,4,4,0,0,0,None,57.3,60,60,22,"2xER Medium Laser:LA, 3xHeavy Gauss Ammo:LT, 1xGauss Rifle:RA, 1xSRM 4:LT, 1xSRM 4 Ammo:LT, 1xAMS Ammo:LT, 1xHeavy Gauss Rifle:CT/RT, 1xAnti-Missile System:LT, 2xGauss Ammo:RA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-11D,3406,3065,2021,15750720,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Light,320,TR:3050,Skirmisher,Standard Armor,Endo Steel,232,94,122,33,30,-3,Biped,4,4,4,4,0,C3 Slave,33.7,54,54,19,"1xC3 Slave:HD, 1xStreak SRM 4 Ammo:RT, 2xER Large Laser:LA, 1xRotary AC/5:RA, 1xStreak SRM 4:LT, 3xRAC/5 Ammo:RT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-12D,8259,3132,1935,20164320,Advanced,Inner Sphere,E/X-X-X-D,Mek,BattleMek,0, Light,320,RG18,Skirmisher,Standard Armor,Endo Steel,208,84,122,16,20,4,Biped,4,4,4,4,0,None,35,35,35,22,"2xMedium Re-engineered Laser:LA, 1xGauss Rifle:RA, 1xSRM 4:LT, 1xTargeting Computer:RT, 2xGauss Ammo:RT, 1xSRM 4 Ammo:RT, 1xCASE II:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-C,3415,3054,1717,8958720,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,320,TR:3050,Skirmisher,Standard Armor,Endo Steel,200,81,122,12,14,2,Biped,4,4,4,4,0,C3 Slave,32.3,35,35,22,"2xMedium Pulse Laser:LA, 1xGauss Rifle:RA, 1xSRM 4:LT, 1xSRM 4 Ammo:LT, 1xC3 Slave:HD, 2xGauss Ammo:RT, 1xCASE:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-Cr,3416,3069,1465,9313320,Advanced,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, Fusion,320,TR:3085,Skirmisher,Standard Armor,Endo Steel,200,81,122,16,14,-2,Biped,4,4,4,4,0,C3 Boosted Slave,22.1,28,28,20,"1xHVAC/10:RA, 1xStreak SRM 4 Ammo:LT, 1xC3 Boosted Slave:LT, 2xHVAC/10 Ammo:RT, 1xCASE:LT, 1xStreak SRM 4:LT, 2xMedium Laser:LA, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Viking,VKG-2F,3417,3059,2079,10227700,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,270,TR:3060,Missile Boat,Standard Armor,Endo Steel,248,89,138,24,20,-4,Biped,3,3,0,0,0,None,48.7,84,84,21,"2xLRM 20 Artemis Ammo:RT, 1xArtemis IV FCS:LA, 1xCASE:LT, 1xSmall Laser:LT, 1xArtemis IV FCS:RA, 1xCASE:RT, 2xMachine Gun:LL, 1xSmall Laser:RT, 1xLRM 15:LT, 1xLRM 15 Artemis Ammo:LT, 1xLRM 20:RA, 1xMG Ammo:LT, 1xArtemis IV FCS:LT, 1xLRM 20:LA, 2xMachine Gun:RL, 1xLRM 15:RT, 2xLRM 15 Artemis Ammo:RT, 1xArtemis IV FCS:RT, 2xLRM 20 Artemis Ammo:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Multi-Trac, No/Minimal Arms",,,,,,,
Viking,VKG-2G,3418,3060,2152,9555100,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,270,TR:3060,Juggernaut,Standard Armor,Endo Steel,279,100,138,25,24,-1,Biped,3,3,0,0,0,None,49.9,52,52,22,"1xGauss Rifle:RT, 3xMedium Pulse Laser:LA, 1xLB 10-X Cluster Ammo:LT, 2xGauss Ammo:RT, 1xCASE:LT, 1xLB 10-X AC:LT, 1xLarge Pulse Laser:RA, 1xECM Suite (Guardian):LT, 1xLB 10-X Ammo:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Multi-Trac, No/Minimal Arms",,,,,,,
Viking,VKG-3A,3419,3074,1876,12407000,Advanced,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Compact,270,TR:3060,Missile Boat,Standard Armor,Endo Steel,279,100,138,28,22,-6,Biped,3,3,0,0,0,None,41.6,63,63,8,"1xMedium Pulse Laser:RT, 1xMML 7:LT, 1xMedium Pulse Laser:LT, 1xArtemis IV FCS:LA, 1xMML 7/LRM Artemis Ammo:LT, 2xArrow IV Homing Ammo:RT, 1xCASE:LT, 1xSmall Pulse Laser:CT, 2xArrow IV Ammo:RT, 1xCASE:RT, 1xArrow IV:RT/RA, 1xMML 7:LA, 1xArtemis IV FCS:LT, 2xMML 7/SRM Artemis Ammo:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Easy to Maintain, Multi-Trac, No/Minimal Arms",,,,,,,
Viking,VKG-3W,3420,3072,1778,10311300,Standard,Inner Sphere,E/X-X-F-X,Mek,BattleMek,0, Fusion,270,TR:3060,Missile Boat,Standard Armor,Endo Steel,279,100,138,26,20,-6,Biped,3,3,0,0,0,C3i,41.6,84,84,18,"1xStreak SRM 2:RL, 2xMML 9:RA, 1xC3i:CT, 1xLight AC/2:LT, 2xMML 9:LA, 1xLAC/2 Ammo:RT, 1xCASE:LT, 1xLight AC/2:RT, 1xCASE:RT, 2xMML 9/SRM Ammo:LT, 1xStreak SRM 2 Ammo:LT, 1xMML 9/SRM Ammo:RT, 1xStreak SRM 2:LL, 2xMML 9/LRM Ammo:LT, 2xMML 9/LRM Ammo:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Multi-Trac, No/Minimal Arms",,,,,,,
Viking IIC,,6634,3095,2780,12628350,Advanced,Clan,F/X-X-F-E,Mek,BattleMek,0, Fusion,270,TR:3145:LC,Missile Boat,Hardened,Endo Steel,248,89,138,24,22,-2,Biped,3,3,0,0,0,None,51.7,82,82,21,"2xLRM 20 Artemis V Ammo:LT, 1xER Micro Laser:LT, 1xArtemis V FCS:RT, 1xArtemis V FCS:LT, 2xLRM 15 Artemis V Ammo:LT, 1xMG Ammo:RT, 1xArtemis V FCS:RA, 2xLRM 20 Artemis V Ammo:RT, 1xER Micro Laser:RT, 2xMachine Gun:LL, 1xArtemis V FCS:LA, 1xLRM 15:LT, 1xLRM 20:RA, 1xLRM 15 Artemis V Ammo:RT, 1xLRM 20:LA, 2xMachine Gun:RL, 1xCASE II:RT, 1xLRM 15:RT, 1xCASE II:LT, 1xHardened Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Improved Targeting (Long), Difficult to Maintain, No/Minimal Arms, Poor Targeting (Short)",,,,,,,
Vindicator,VND-1AA 'Avenging Angel',3421,2863,966,3864033,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,225,TR:3039,Skirmisher,Standard Armor,Standard,72,47,75,16,16,0,Biped,5,5,5,5,0,None,21.2,23,23,21,"1xMedium Laser:HD, 1xPPC:RA, 1xLRM 5:LT, 1xLRM 5 Ammo:LT, 1xSmall Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-1R,3422,2826,1024,3181083,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,180,TR:3039,Brawler,Standard Armor,Standard,144,94,75,16,16,0,Biped,4,4,4,4,0,None,21.2,23,23,21,"1xMedium Laser:HD, 1xPPC:RA, 1xLRM 5:LT, 1xLRM 5 Ammo:LT, 1xSmall Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-1R (Vong),3423,3020,1024,3181083,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,180,TR:3039,Brawler,Standard Armor,Standard,144,94,75,16,16,0,Biped,4,4,4,4,0,None,21.2,23,23,21,"1xPPC:RA, 1xLRM 5:LT, 1xLRM 5 Ammo:LT, 1xSmall Laser:LA, 1xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-1SIC,3424,3031,1020,3134683,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,180,TR:3039,Brawler,Standard Armor,Standard,144,94,75,16,15,-1,Biped,4,4,4,4,0,None,20.9,26,26,21,"1xMedium Laser:HD, 1xLarge Laser:RA, 1xLRM 10 Ammo:LT, 1xLRM 10:LT, 1xSmall Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-1X,3425,2826,1008,3177095,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,180,TR:3039,Brawler,Standard Armor,Standard,144,94,75,15,15,0,Biped,4,4,4,4,0,None,22.2,24,24,21,"1xMG Ammo:LA, 1xMedium Laser:HD, 1xPPC:RA, 1xLRM 5:LT, 2xMachine Gun:LA, 1xLRM 5 Ammo:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-3L,3426,3051,1105,3524370,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,180,TR:3050,Brawler,Standard Armor,Standard,144,94,75,21,30,9,Biped,4,4,4,4,0,None,19.2,21,21,23,"1xLRM 5 Ammo:RT, 1xLRM 5:LT, 1xER PPC:RA, 1xMedium Pulse Laser:HD, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-3LD (Dao),3427,3078,1639,8330540,Experimental,Mixed,F/X-X-F-E,Mek,BattleMek,0, Compact,180,XTR:Liao,Sniper,Ferro-Fibrous,Endo Steel,153,100,75,28,20,-8,Biped,4,4,4,4,0,None,14.1,19,19,23,"1xAES:RA, 1xTaser Ammo:LA, 1xLaser AMS:HD, 1xBattleMech Taser:LA, 1xSupercharger:CT, 1xER PPC:RA, 1xAES:LA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-3Lr,3428,3077,1045,3657770,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, Fusion,180,TR:3085,Skirmisher,Standard Armor,Standard,144,94,75,18,30,12,Biped,4,4,4,4,0,None,21.3,25,25,15,"1xMML 5:LT, 1xMML 5/SRM Ammo:RT, 1xER Medium Laser:HD, 1xSnub-Nose PPC:RA, 1xMML 5/LRM Ammo:RT, 1xCASE:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-4L,3429,3063,1411,8119420,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,225,TR:3050,Skirmisher,Stealth,Standard,144,94,75,26,26,0,Biped,5,5,5,5,0,None,24.2,26,26,23,"1xLRM 5 Ammo:RT, 1xLRM 5:LT, 1xER PPC:RA, 1xMedium Pulse Laser:HD, 1xECM Suite (Guardian):LT, 1xCASE:RT, 1xER Medium Laser:CT, 1xStealth Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-5L,3430,3060,1484,4636883,Standard,Inner Sphere,E/X-X-D-D,Mek,BattleMek,0, Fusion,180,TR:3050,Skirmisher,Standard Armor,Standard,152,99,75,36,20,-16,Biped,4,5,4,4,0,None,21.1,38,38,23,"1xMedium Pulse Laser:RT, 1xSword:LA, 3xTriple Strength Myomer:LT, 1xER Medium Laser:LT, 1xMedium Pulse Laser:LT, 1xER PPC:RA, 1xSmall Laser:LT, 1xER Medium Laser:RT, 1xSmall Pulse Laser:RT, 3xTriple Strength Myomer:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-6L,3431,3068,1739,5371090,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,180,TR:3050,Skirmisher,Stealth,Standard,152,99,75,26,20,-6,Biped,4,5,4,4,0,None,17.9,40,20,18,"1xSword:LA, 1xPlasma Rifle:RA, 2xTriple Strength Myomer:LT, 1xTriple Strength Myomer:LA, 1xTargeting Computer:RT, 2xER Medium Laser:LT, 1xTriple Strength Myomer:RA, 2xRocket Launcher 10:LA, 2xPlasma Rifle Ammo:RT, 1xECM Suite (Guardian):LT, 2xTriple Strength Myomer:RT, 1xStealth Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Vindicator,VND-7L,9266,3147,1566,4304470,Standard,Mixed,F/X-X-X-D,Mek,BattleMek,0, Fusion,180,RG25,Brawler,Heavy Ferro-Fibrous,Reinforced,153,100,75,25,24,-1,Biped,4,4,4,4,0,None,25.1,28,28,23,"1xLRM 5:LT, 1xSmall X-Pulse Laser:LA, 1xER PPC:RA, 1xER Medium Laser:HD, 1xLRM 5 Ammo:LT, 1xCASE II:LT, 1xHeavy Ferro-Fibrous Armor:Armor, 1xReinforced Structure:Structure, 1x Fusion Engine:Engine","Rugged (1 Point), Difficult Ejection",,,,,,,
Violator,VT-U1,6503,3097,928,4133950,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,225,TR:3145:FWL,Skirmisher,Standard Armor,Endo Steel,144,94,75,8,20,12,Biped,5,5,0,0,0,None,12.6,20,20,15,"1xMRM 10:RT, 1xApollo MRM FCS:LT, 1xMining Drill:RA, 2xMRM 10 Ammo:LT, 1xCASE:LT, 1xMRM 10:LT, 1xApollo MRM FCS:RT, 1xClaw:LA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Distracting, Easy to Maintain",,,,,,,
Violator,VT-U3,6504,3098,973,3970100,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,225,TR:3145:FWL,Skirmisher,Standard Armor,Endo Steel,144,94,75,10,20,10,Biped,5,5,0,0,0,None,19.2,29,29,21,"1xSRM 6:LT, 1xMining Drill:RA, 1xSRM 6 Ammo:LT, 1xCASE:LT, 1xLRM 5 Ammo:LT, 1xLRM 5:CT, 1xClaw:LA, 1xSRM 6:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Distracting, Easy to Maintain",,,,,,,
Viper,VP-1,9466,2832,1609,13280173,Standard,Inner Sphere,E/X-F(F*)-E-D,Mek,BattleMek,0, XL,280,RG32,Brawler,Standard Armor,Standard,217,100,107,44,34,-10,Biped,4,4,4,4,0,None,32.5,42,42,15,"1xMedium Pulse Laser:RT, 1xMedium Pulse Laser:CT, 1xMedium Pulse Laser:LT, 1xBlazer Cannon:LA, 1xBlazer Cannon:RA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Improved Communications, Rugged (1 Point), Searchlight, Difficult Ejection",,,,,,,
Viper,VP-5,9488,2958,1539,6228573,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,280,RG32,Brawler,Standard Armor,Standard,217,100,107,34,17,-17,Biped,4,4,4,4,0,None,23,46,46,15,"1xLarge Laser:RT, 3xMedium Laser:RA, 1xLarge Laser:LT, 3xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Improved Communications, Rugged (1 Point), Searchlight, Difficult Ejection",,,,,,,
Viper,VP-7,9489,3124,1864,11696340,Standard,Mixed,F/X-X-E-D,Mek,BattleMek,0, Light,280,RG32,Brawler,Standard Armor,Composite,216,100,107,47,26,-21,Biped,4,4,4,4,0,None,27.4,45,45,15,"1xER Medium Laser:LT, 1xBlazer Cannon:LA, 1xER Medium Laser:CT, 1xER Medium Laser:RT, 1xBlazer Cannon:RA, 1xActive Probe:HD, 1xTargeting Computer:LT, 1xStandard Armor:Armor, 1xComposite Structure:Structure, 1x Light Engine:Engine","Improved Communications, Rugged (1 Point), Searchlight, Difficult Ejection",,,,,,,
Viper,VP-8,9490,3130,2679,16822407,Standard,Mixed,F/X-X-X-D,Mek,BattleMek,0, XL,350,RG32,Brawler,Light Ferro-Fibrous,Standard,217,100,107,39,36,-3,Biped,5,5,5,5,0,None,41.6,41,41,25,"1xER Large Laser:RA, 1xER Medium Laser:LT, 1xER Medium Laser:CT, 1xER Large Laser:LA, 1xER Medium Laser:RT, 1xActive Probe:HD, 1xTargeting Computer:LT, 1xLight Ferro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Improved Communications, Rugged (1 Point), Searchlight, Difficult Ejection",,,,,,,
Viper,VP-9,9491,3147,2244,13268840,Advanced,Mixed,F/X-X-X-E,Mek,BattleMek,0, Light,280,RG32,Brawler,Standard Armor,Composite,216,100,107,28,26,-2,Biped,4,4,4,4,0,None,0,0,0,18,"1xMace:RA, 4xPlasma Cannon:LA, 1xAES:LA, 6xPlasma Cannon Ammo:LT, 1xActive Probe:HD, 1xStandard Armor:Armor, 1xComposite Structure:Structure, 1x Light Engine:Engine","Improved Communications, Rugged (1 Point), Searchlight, Difficult Ejection",,,,,,,
Viper (Black Python),,3432,3051,2813,18838750,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,375,RG12,Skirmisher,Ferro-Fibrous,Endo Steel,211,91,114,36,26,-10,Biped,5,5,5,5,0,None,39.4,50,50,20,"1xMG Ammo:LA, 1xMedium Pulse Laser:RT, 1xLarge Pulse Laser:RT, 2xMachine Gun:LA, 2xSmall Pulse Laser:LT, 1xTargeting Computer:RA, 1xMedium Pulse Laser:LT, 1xLarge Pulse Laser:LT, 1xCASE:LA, 2xSmall Pulse Laser:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Improved Targeting (Short),,,,,,,
Viper (Black Python),2,3433,3052,2520,19297250,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,375,RG12,Skirmisher,Ferro-Fibrous,Endo Steel,211,91,114,36,24,-12,Biped,5,5,5,5,0,None,30.4,43,43,27,"1xMG Ammo:LA, 2xUltra AC/2 Ammo:LA, 2xMachine Gun:LA, 2xSmall Pulse Laser:LT, 2xER Large Laser:RT, 1xTargeting Computer:RA, 1xECM Suite:LA, 1xUltra AC/2:LT, 1xCASE:LA, 3xSmall Pulse Laser:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Improved Targeting (Short),,,,,,,
Viper (Black Python),3,3434,3066,2421,18942000,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,375,TR:3055U,Skirmisher,Ferro-Fibrous,Endo Steel,230,100,114,52,34,-18,Biped,5,5,4,4,0,None,44.3,62,62,15,"1xMG Ammo:LA, 1xMedium Pulse Laser:RT, 1xHeavy Large Laser:LT, 1xMachine Gun:LA, 2xSmall Pulse Laser:LT, 1xTargeting Computer:RA, 1xMedium Pulse Laser:LT, 1xCASE:LA, 1xMachine Gun:RA, 1xHeavy Large Laser:RT, 2xSmall Pulse Laser:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Improved Targeting (Short),,,,,,,
Viper (Black Python),4,3435,3067,2594,18968250,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,375,TR:3055U,Skirmisher,Ferro-Fibrous,Endo Steel,220,95,114,57,36,-21,Biped,5,5,4,4,0,None,45.2,65,65,15,"1xMedium Pulse Laser:RT, 1xHeavy Large Laser:LT, 1xER Medium Laser:LA, 2xSmall Pulse Laser:LT, 1xTargeting Computer:RA, 1xMedium Pulse Laser:LT, 1xHeavy Large Laser:RT, 2xSmall Pulse Laser:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Improved Targeting (Short),,,,,,,
Viper (Black Python),5,7792,3055,2925,19545750,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,375,RG12,Skirmisher,Ferro-Fibrous,Endo Steel,211,91,114,31,22,-9,Biped,5,5,5,5,0,None,34.8,49,49,23,"1xMG Ammo:LA, 1xCASE:RA, 1xER PPC:LT, 1xGauss Rifle:RA, 2xMachine Gun:LA, 1xER PPC:RT, 1xCASE:LA, 2xGauss Ammo:RA, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Improved Targeting (Short),,,,,,,
Vision Quest,,7638,2832,2458,12484480,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, XL,300,TR:GC,Brawler,Ferro-Fibrous,Endo Steel,201,100,99,50,24,-26,Biped,5,5,0,0,0,None,33.3,81,81,25,"3xMedium Pulse Laser:LA, 3xUltra AC/20 Ammo:RT, 1xUltra AC/20:RA, 2xER Large Laser:LT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Vision Quest,2,7639,2868,2556,12004080,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, XL,300,TR:GC,Sniper,Ferro-Fibrous,Endo Steel,192,96,99,31,26,-5,Biped,5,5,0,0,0,None,46.1,50,50,25,"1xCASE:RA, 1xGauss Rifle:RA, 1xTargeting Computer:RT, 3xER Small Laser:LA, 2xGauss Ammo:RT, 2xER Large Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Vision Quest,VQ-1NC,5355,2828,2180,12084480,Experimental,Mixed,F/X-X-X-F,Mek,BattleMek,0, XL,300,TR:GC,Sniper,Ferro-Fibrous,Endo Steel,188,94,99,37,24,-13,Biped,5,5,0,0,0,None,34.4,53,53,25,"3xMedium Pulse Laser:LA, 1xImproved Gauss Rifle:RA, 2xiGauss Ammo:RT, 2xER Large Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Vixen (Incubus),,3441,2954,1596,5314790,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, XL,270,TR:3055U,Striker,Ferro-Fibrous,Endo Steel,105,100,51,20,20,0,Biped,9,9,0,0,0,None,32,32,32,20,"2xMachine Gun:RT, 1xER Medium Laser:LT, 2xMachine Gun:LT, 1xER Medium Laser:RT, 1xMG Ammo:CT, 1xLarge Pulse Laser:RA, 1xCASE:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Vixen (Incubus),2,3442,2960,1913,5477290,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, XL,270,RG07,Striker,Ferro-Fibrous,Endo Steel,105,100,51,25,20,-5,Biped,9,9,0,0,0,None,29.6,37,37,23,"2xMachine Gun:RT, 1xER Medium Laser:LT, 2xMachine Gun:LT, 1xER PPC:RA, 1xER Medium Laser:RT, 1xMG Ammo:CT, 1xCASE:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Vixen (Incubus),3,3443,3025,1324,5326490,Standard,Clan,F/X-F-D-D,Mek,BattleMek,0, XL,270,RG07,Striker,Ferro-Fibrous,Endo Steel,105,100,51,12,20,8,Biped,9,9,0,0,0,None,30,34,34,12,"1xStreak SRM 6:RA, 1xMedium Pulse Laser:RT, 1xCASE:RA, 1xStreak SRM 6 Ammo:RA, 2xMachine Gun:RT, 1xMedium Pulse Laser:LT, 2xMachine Gun:LT, 1xMG Ammo:CT, 1xCASE:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
Vixen (Incubus),4,3444,3065,1581,5327140,Standard,Clan,F/X-X-D-D,Mek,BattleMek,0, XL,270,TR:3055U,Striker,Ferro-Fibrous,Endo Steel,105,100,51,30,20,-10,Biped,9,9,0,0,0,None,26.7,40,40,15,"1xMedium Pulse Laser:RT, 1xMicro Pulse Laser:RT, 1xER Micro Laser:LT, 1xMedium Pulse Laser:LT, 1xMicro Pulse Laser:LT, 1xHeavy Large Laser:RA, 1xER Micro Laser:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",,,,,,,,
